title,author,year,empirical_data,subsidy_type,vector_type,vector,biotic_abiotic,recipient,subgroups,ecotone,climate_zone,mediterannean,continent,country,latlon,experimental,start,end,initials,,,,,,,,,,,,
Trophic position influences the efficacy of seabirds as metal biovectors,Michelutti et al.,2010,Yes,Metals,Seabirds,Arctic terns (Sterna paradisaea),Biotic,Pond,Yes,Marine - Terrestrial,Arctic,No,North America,Canada,"75.50, -96.20",Yes,2008,2008,JB,,,,,,,,,,,,
Trophic position influences the efficacy of seabirds as metal biovectors,Michelutti et al.,2010,Yes,Metals,Seabirds,Common eiders,Biotic,Pond,Yes,Marine - Terrestrial,Arctic,No,North America,Canada,"75.50, -96.21",Yes,2008,2008,JB,,,,,,,,,,,,
Biomass Transfer Subsidizes Nitrogen to Offshore Food Webs,Nelson et al.,2013,No,,,,,,,,,,,,,,,,JB,,,,,,,,,,,,
Phosphorus in seagull colonies and the effect on the habitats. The case of yellow-legged gulls (Larus michahellis) in the Atlantic Islands National Park (Galicia-NW Spain).,Otero et al.,2015,Yes,Seabird Guano(Phorphorus),Seabirds,Yellow-legged gulls (Larus michaellis),Biotic,Soil,No,Marine - Terrestrial,Temperate,No,Europe,Spain,42.3775/-8.9321,Yes,2011,2011,JB,,,,,,,,,,,,
Seabird colonies as important global drivers in the nitrogen and phosphorus cycles,Otero et al.,2018,No,,,,,,,,,,,,,,,,JB,,,,,,,,,,,,
TOWARD AN INTEGRATION OF LANDSCAPE AND FOOD WEB ECOLOGY:The Dynamics of Spatially Subsidized Food Webs,Polis et al.,1997,No,,,,,,,,,,,,,,,,JB,,,,,,,,,,,,
Predator control of ecosystem nutrient dynamics,Schmitz et al.,2010,No,,,,,,,,,,,,,,,,JB,,,,,,,,,,,,
"Effects of a small seagull colony on trophic status and primary production in a Mediterranean coastal system (Marinello ponds, Italy)",Signa et al.,2012,Yes,Seabird Guano(Nitrogen and Phosphorus),seabirds,Yellow-Legged Gull(Larus michahellis),Biotic,Surface Water,No,Marine - Freshwater,Temperate,Yes,Europe,Italy,"38.1427, 15.0535",Yes,2008,2009,JB,,,,,,,,,,,,
Animal-plant-soil nutrient relationships on Marion Island (Subantarctic),Smith,1978,Yes,"Seabird Guano(Nitrogen, Phosphorus, Metals)",Seabirds,Wandering Albatross,Biotic,Plants/Soil,Yes,Marine - Terrestrial,Temperate,No,Africa,South Africa, -46.9132/37.8862,Yes,1973,1974,JB,,,,,,,,,,,,
Animal-plant-soil nutrient relationships on Marion Island (Subantarctic),Smith,1978,Yes,"Seabird Guano(Nitrogen, Phosphorus, Metals)",Seabirds,Giant Petrel,Biotic,Plants/Soil,Yes,Marine - Terrestrial,Temperate,No,Africa,South Africa, -46.9132/37.8862,Yes,1973,1974,JB,,,,,,,,,,,,
Animal-plant-soil nutrient relationships on Marion Island (Subantarctic),Smith,1978,Yes,"Seabird Guano(Nitrogen, Phosphorus, Metals)",Seabirds,King Penguin,Biotic,Plants/Soil,Yes,Marine - Terrestrial,Temperate,No,Africa,South Africa, -46.9132/37.8862,Yes,1973,1974,JB,,,,,,,,,,,,
Animal-plant-soil nutrient relationships on Marion Island (Subantarctic),Smith,1978,Yes,"Seabird Guano(Nitrogen, Phosphorus, Metals)",Seabirds,Gentoo Penguin,Biotic,Plants/Soil,Yes,Marine - Terrestrial,Temperate,No,Africa,South Africa, -46.9132/37.8862,Yes,1973,1974,JB,,,,,,,,,,,,
Animal-plant-soil nutrient relationships on Marion Island (Subantarctic),Smith,1978,Yes,"Seabird Guano(Nitrogen, Phosphorus, Metals)",Seabirds,Dominican Gulls,Biotic,Plants/Soil,Yes,Marine - Terrestrial,Temperate,No,Africa,South Africa, -46.9132/37.8862,Yes,1973,1974,JB,,,,,,,,,,,,
Animal-plant-soil nutrient relationships on Marion Island (Subantarctic),Smith,1978,Yes,"Seal manure(Nitrogen, Phosphorus, Metals)",Mammal,Elephant Seal,Biotic,Plants/Soil,Yes,Marine - Terrestrial,Temperate,No,Africa,South Africa, -46.9132/37.8862,Yes,1973,1974,JB,,,,,,,,,,,,
The Relationship between Herring Gulls and the Vegetation of their Breeding Colonies,Sobey and Kenworth,1979,Yes,"Seabird Guano(Nitrogen, Phosphorus, Metals)",Seabirds,Herring Gulls,Biotic,Soil,No,Marine - Terrestrial,Temperate Oceanic,No,Europe,Scotland,57.3506/-1.9446,Yes,1971,1972,JB,,,,,,,,,,,,
"Nitrogen in the Gulf of Maine: Sources, Susceptibility and Trends",Sowles J.,2001,No,,,,,,,,,,,,,,,,JB,,,,,,,,,,,,
Context dependency of animal resource subsidies: Context dependency of animal resource subsidies,"Subalusky, Post",2019,No,,,,,,,,,,,,,,,,JB,,,,,,,,,,,,
Meta-ecosystems and biological energy transport from ocean to coast: the ecological importance of herring migration,Varpe et al.,2005,No,,,,,,,,,,,,,,,,JB,,,,,,,,,,,,
Spider-mediated flux of PCBs from contaminated sediments to terrestrial ecosystems and potential risks to arachnivorous bird,Walters et al,2010,Yes,PCBs,Aquatic Spiders,Tetragnathidae,Biotic,Riparian Sediment,Yes,Freshwater - Terrestrial,humid subtropical,No,North America,USA,"34.469289, -82.877517",yes,2007,2007,JB,,,,,,,,,,,,
Spider-mediated flux of PCBs from contaminated sediments to terrestrial ecosystems and potential risks to arachnivorous bird,Walters et al,2010,Yes,PCBs,Aquatic Spiders,Araneidae,Biotic,Riparian Sediment,Yes,Freshwater - Terrestrial,humid subtropical,No,North America,USA,"34.469289, -82.877518",yes,2007,2007,JB,,,,,,,,,,,,
Spider-mediated flux of PCBs from contaminated sediments to terrestrial ecosystems and potential risks to arachnivorous bird,Walters et al,2010,Yes,PCBs,Aquatic Spiders,Mecynogea lemniscata,Biotic,Riparian Sediment,Yes,Freshwater - Terrestrial,humid subtropical,No,North America,USA,"34.469289, -82.877519",yes,2007,2007,JB,,,,,,,,,,,,
Anadromous alewives (Alosa pseudoharengus) contribute marine-derived nutrients to coastal stream food web,Walters et al,2009,Yes,Anadromous Fish Excretions and Carcasses(N and P),Fish,Alewife,Biotic,Periphyton,Yes,Marine - Freshwater,Temperate,No,North America,USA,"41.1928, -72.1426",Yes,2003,2006,JB,,,,,,,,,,,,
Anadromous alewives (Alosa pseudoharengus) contribute marine-derived nutrients to coastal stream food web,Walters et al,2009,Yes,Anadromous Fish Excretions and Carcasses(N and P),Fish,Alewife,Biotic,Aquatic Insects,Yes,Marine - Freshwater,Temperate,No,North America,USA,"41.1928, -72.1427",Yes,2003,2006,JB,,,,,,,,,,,,
Anadromous alewives (Alosa pseudoharengus) contribute marine-derived nutrients to coastal stream food web,Walters et al,2009,Yes,Anadromous Fish Excretions and Carcasses(N and P),Fish,Alewife,Biotic,leaves,Yes,Marine - Terrestrial,Temperate,No,North America,USA,"41.1928, -72.1428",Yes,2003,2006,JB,,,,,,,,,,,,
Nutrient loading by anadromous alewife (Alosa pseudoharengus): contemporary patterns and predictions for restoration efforts.,West et al,2010,Yes,Anadromous Fish Excretions(Phosphorus),fish,Alewife,Biotic,Lake habitat,No,Marine - Freshwater,Temperate,No,North America,USA,"41.326466, -72.237504",Yes,2005,2007,JB,,,,,,,,,,,,
Do bears facilitate transfer of salmon resources to aquatic macroinvertebrates,Winder et al,2007,Yes,Nirogen and Carbon,Fish,Pacific Salmon,Biotic,Caddisfly larvae,No,Freshwater - Terrestrial,Temperate,No,North America,USA,"59.60, -158.159",Yes,2003,2003,JB,,,,,,,,,,,,
Salmon carcasses increase stream productivity more than inorganic fertilizer pellets: a test on multiple trophic levels in streamside experimental channels.,Wipfli et al,2010,Yes,"Salmon Carcass(ammonium-nitrogen, nitrate-nitrogen, phosphorus)",Fish,Coho Salmon,Biotic,Riparian Habitat,Yes,Freshwater - Terrestrial,Temperate,No,Norh America,USA,"58.260825, -134.324846",Yes,2001,2001,JB,,,,,,,,,,,,
Insects as drivers of ecosystem processes,"Yang, Gratton",2014,No,,,,,,,,,,,,,,,,JB,,,,,,,,,,,,
Plants cause ecosystem nutrient depletion via the interruption of bird-derived spatial subsidies,Young et al.,2010,Yes,Allochthonous Nutrients(Gauno),Seabirds,"Boobies, terns, noddies",Biotic,Plant tissues and soil,Yes,Marine - Terrestrial,Tropical Rainforest,No,North America,USA(Palmyra Atoll),5.88333333/-162.08333333,Yes,2007,2007,JB,,,,,,,,,,,,
Plants cause ecosystem nutrient depletion via the interruption of bird-derived spatial subsidies,Young et al.,2010,Yes,"Marine Wash(Nitrogen, Carbon)",Protists,Algae,Biotic,Plant tissues and soil,Yes,Marine - Terrestrial,Tropical Rainforest,No,North America,USA(Palmyra Atoll),5.88333333/-162.08333333,Yes,2007,2007,JB,,,,,,,,,,,,
Nutrient fluxes from water to land: seabirds affect plant nutrient status on Gulf of California islands,"Anderson, W.B, et al.",1999,Yes,N and P,Seabird,Unspecified,Abiotic,Soil,No,Marine - Terrestrial,Desert,No,North America,Mexico,"28.916667, -113.500000",Yes,1995,1997,KH,,,,,,,,,,,,
Nutrient fluxes from water to land: seabirds affect plant nutrient status on Gulf of California islands,"Anderson, W.B, et al.",1999,Yes,N and P,Seabird,Unspecified,Abiotic,Soil,No,Marine - Terrestrial,Desert,No,North America,Mexico,"28.916667, -113.500000",Yes,1995,1997,KH,,,,,,,,,,,,
Resources from another place and time: responses to pulses in a spacially subsidized system,"Anderson, W.B, et al.",2008,No,,,,,,,,,,,,,,,,KH,,,,,,,,,,,,
Resources from another place and time: responses to pulses in a spacially subsidized system,"Anderson, W.B, et al.",2008,No,,,,,,,,,,,,,,,,KH,,,,,,,,,,,,
Marine subsidies alter the diet and abundance of insular and coastal lizard populations,"Barrett, K.",2005,No,,,,,,,,,,,,,,,,KH,,,,,,,,,,,,
Marine subsidies alter the diet and abundance of insular and coastal lizard populations,"Barrett, K.",2005,No,,,,,,,,,,,,,,,,KH,,,,,,,,,,,,
"Plasma fatty acids, triacylglycerol and cholesterol of the tuatara (sphenodon punctatus punctatus) from islands differing in the presence of rats and the abundance of seabirds","Blair, T. et al",2000,Yes,"fatty acids, tricylglycerol and cholesterol",Seabird,Unspecified,Biotic,Tuatara (Reptile),No,Marine - Terrestrial,Cold Tundra,No,South Pacific Ocean,Coppermine Island,"-35.933333, 175.750000",Yes,1997,1997,KH,,,,,,,,,,,,
"Plasma fatty acids, triacylglycerol and cholesterol of the tuatara (sphenodon punctatus punctatus) from islands differing in the presence of rats and the abundance of seabirds","Blair, T. et al",2000,Yes,"fatty acids, tricylglycerol and cholesterol",Seabird,Unspecified,Biotic,Tuatara (Reptile),No,Marine - Terrestrial,Cold Tundra,No,South Pacific Ocean,Coppermine Island,"-35.933333, 175.750000",Yes,1997,1997,KH,,,,,,,,,,,,
The effects of enrichment on the dynamics of apparent competitive interactions in stage-structured systems.,"Bonsall, M.B. and R.D. Holt",2003,No,,,,,,,,,,,,,,,,KH,,,,,,,,,,,,
The effects of enrichment on the dynamics of apparent competitive interactions in stage-structured systems.,"Bonsall, M.B. and R.D. Holt",2003,No,,,,,,,,,,,,,,,,KH,,,,,,,,,,,,
What determines the strength of a trophic cascade?,"Borer E.T., et al",2005,No,,,,,,,,,,,,,,,,KH,,,,,,,,,,,,
What determines the strength of a trophic cascade?,"Borer E.T., et al",2005,No,,,,,,,,,,,,,,,,KH,,,,,,,,,,,,
Seabird guano as determinant of rocky intertidal community structure,"Bosman AL, Hockey PAR",1986,Yes,Seabird Guano,Seabird,Unspecified,Biotic,"algal, invertebrate, avlan",Yes,Marine - Terrestrial,Mediterranean,Yes?,Africa,South Africa,"-26.283333, 14.933333",No,1982,1984,KH,,,,,,,,,,,,
Seabird guano as determinant of rocky intertidal community structure,"Bosman AL, Hockey PAR",1986,Yes,Seabird Guano,Seabird,Unspecified,Biotic,"algal, invertebrate, avlan",Yes,Marine - Terrestrial,Mediterranean,Yes,Africa,South Africa,"-26.283333, 14.933333",No,1982,1984,KH,,,,,,,,,,,,
Ecosystem Engineers: Feedback and Population Dynamics,"Cuddington, K. et al",2009,No,,,,,,,,,,,,,,,,KH,,,,,,,,,,,,
Ecosystem Engineers: Feedback and Population Dynamics,"Cuddington, K. et al",2009,No,,,,,,,,,,,,,,,,KH,,,,,,,,,,,,
Influence of diet on the distribution of nitrogen isotopes in animals,"DeNiro, M.J. and S. Epstein",1981,Yes,Nitrogen,Varied,Unspecified,Abiotic,Various Animals,No,Terrestrial - Terrestrial,Desert,No,North America,Mexico,N/A,Yes,Not Specified,Not Specified,KH,,,,,,,,,,,,
Influence of diet on the distribution of nitrogen isotopes in animals,"DeNiro, M.J. and S. Epstein",1981,Yes,Nitrogen,Varied,Unspecified,Abiotic,Various Animals,No,Terrestrial - Terrestrial,Desert,No,North America,Mexico,N/A,Yes,Not Specified,Not Specified,KH,,,,,,,,,,,,
The ecology of tick parasitism on densely nesting peruvian seabird,"Duffy, D.C.",1983,Yes,N/A,Birds,Guanay Cormorant,Abiotic,Ticks,No,Marine - Terrestrial,Temperate,No,South America,Peru,"-11.383333, -79.750000",No,1977,1979,KH,,,,,,,,,,,,
The ecology of tick parasitism on densely nesting peruvian seabird,"Duffy, D.C.",1983,Yes,N/A,Birds,Guanay Cormorant,Abiotic,Ticks,No,Marine - Terrestrial,Temperate,No,South America,Peru,"-11.383333, -79.750000",No,1977,1979,KH,,,,,,,,,,,,
The ecology of tick parasitism on densely nesting peruvian seabird,"Duffy, D.C.",1983,Yes,N/A,Birds,Peruvian Booby,Abiotic,Ticks,No,Marine - Terrestrial,Temperate,No,South America,Peru,"-11.383333, -79.750001",No,1977,1979,KH,,,,,,,,,,,,
The ecology of tick parasitism on densely nesting peruvian seabird,"Duffy, D.C.",1983,Yes,N/A,Birds,Peruvian Booby,Abiotic,Ticks,No,Marine - Terrestrial,Temperate,No,South America,Peru,"-11.383333, -79.750001",No,1977,1979,KH,,,,,,,,,,,,
The ecology of tick parasitism on densely nesting peruvian seabird,"Duffy, D.C.",1983,Yes,N/A,Birds,Peruvian Brown Pelican,Abiotic,Ticks,No,Marine - Terrestrial,Temperate,No,South America,Peru,"-11.383333, -79.750002",No,1977,1979,KH,,,,,,,,,,,,
The ecology of tick parasitism on densely nesting peruvian seabird,"Duffy, D.C.",1983,Yes,N/A,Birds,Peruvian Brown Pelican,Abiotic,Ticks,No,Marine - Terrestrial,Temperate,No,South America,Peru,"-11.383333, -79.750002",No,1977,1979,KH,,,,,,,,,,,,
Above-and below-ground impacts of introduced predators in seabird-dominated island and ecosystems,"Fukami, T. et al",2006,Yes,Nutrients,Seabirds,Unspecified,Biotic,Soil,No,Marine - Terrestrial,Temperate,No,Oceania,New Zealand,N/A,No,2004,2004,KH,,,,,,,,,,,,
Above-and below-ground impacts of introduced predators in seabird-dominated island and ecosystems,"Fukami, T. et al",2006,Yes,Nutrients,Seabirds,Unspecified,Biotic,Soil,No,Marine - Terrestrial,Temperate,No,Oceania,New Zealand,N/A,No,2004,2004,KH,,,,,,,,,,,,
Incorporation of marine-derived nutrient from petrel breeding colonies into stream food webs,"Harding, J.S. et al",2004,Yes,N and C,Seabirds,Unspecified,Biotic,Streams,No,Marine - Terrestrial,Temperate,No,Oceania,New Zealand,"-42.106667, 171.335000",No,2001,2003,KH,,,,,,,,,,,,
Incorporation of marine-derived nutrient from petrel breeding colonies into stream food webs,"Harding, J.S. et al",2004,Yes,N and C,Seabirds,Unspecified,Biotic,Streams,No,Marine - Terrestrial,Temperate,No,Oceania,New Zealand,"-42.106667, 171.335000",No,2001,2003,KH,,,,,,,,,,,,
Consequences of nitrogen and phosphorus limitation for the performance of two planthoppers with divergent life-history strategies,"Huberty, A.F. and R.F. Denno",2006,Yes,N and P,Insects,Unspecified,Abiotic,Soil,No,Aquatic - Terrestrial,Moderate,No,North America,USA,"39.513333, -74.316667",Yes,2000,2000,KH,,,,,,,,,,,,
Consequences of nitrogen and phosphorus limitation for the performance of two planthoppers with divergent life-history strategies,"Huberty, A.F. and R.F. Denno",2006,Yes,N and P,Insects,Unspecified,Abiotic,Soil,No,Marine - Terrestrial,Moderate,No,North America,USA,"39.513333, -74.316667",Yes,2000,2000,KH,,,,,,,,,,,,
Grazing and reproductive success of red deer: The effect of local enrichment by gull colonies,"Iason, G.R., et al",1986,Yes,N and P,Birds,Gull,Biotic,Soil,No,Marine - Terrestrial,Oceanic,No,Europe,Scotland,N/A,Yes,1981,1982,KH,,,,,,,,,,,,
Grazing and reproductive success of red deer: The effect of local enrichment by gull colonies,"Iason, G.R., et al",1986,Yes,N and P,Birds,Gull,Abiotic,Soil,No,Terrestrial - Terrestrial,Oceanic,No,Europe,Scotland,N/A,Yes,1981,1982,KH,,,,,,,,,,,,
"Effects of the common cormorant, Phalacrocorax carbo, on evergreen forests in two nest sites at Lake Biwa, Japan.","Ishida, A.",1996,Yes,Vegetation,Birds,Phalacrocorax carbo Kuroda,Biotic,Forests,Yes,Marine - Terrestrial,Tropical,No,Asia,Japan,"28.416667, 136.150000",No,1982,1988,KH,,,,,,,,,,,,
"Effects of the common cormorant, Phalacrocorax carbo, on evergreen forests in two nest sites at Lake Biwa, Japan.","Ishida, A.",1996,Yes,Vegetation,Birds,Phalacrocorax carbo Kuroda,Biotic,Forests,No,Aquatic - Terrestrial,Tropical,No,Asia,Japan,"28.416667, 136.150000 and 35.200000, 136.083333",No,1982,1988?,KH,,,,,,,,,,,,
"Effects of the common cormorant, Phalacrocorax carbo, on evergreen forests in two nest sites at Lake Biwa, Japan.","Ishida, A.",1996,Yes,Vegetation,Birds,Phalacrocorax carbo Kuroda,Biotic,Forests,Yes,Marine - Terrestrial,Tropical,No,Asia,Japan,"35.200000, 136.083333",No,1982,1988,KH,,,,,,,,,,,,
Environmental modifications of a Subantartic peatt-bog by the wandering albatross (Diomedea exulands): A preliminary study.,"Joly, Y. et al",1987,Yes,Organic Nutrients,Fish,Diomedea exulans,Abiotic,Vegetation and Invertebrate Fauna,No,Marine - Freshwater,Oceanic,No,Indian Ocean,Indian Ocean,"-46.416667, 51.750000",No,1970,1984,KH,,,,,,,,,,,,
Environmental modifications of a Subantartic peatt-bog by the wandering albatross (Diomedea exulands): A preliminary study.,"Joly, Y. et al",1987,Yes,Organic Nutrients,Fish,Diomedea exulans,Abiotic,Vegetation and Invertebrate Fauna,No,Marine - Terrestrial,Oceanic,No,Indian Ocean,Indian Ocean,"-46.416667, 51.750000",No,1970,1984,KH,,,,,,,,,,,,
The Nitrogen Pathway in a Penguin Rookery,"Lindeboom, H.J.",1984,Yes,Nitrogen,Birds,Penguins,Biotic,Microorganisms,No,Marine - Terrestrial,Oceanic,No,South Africa,Marion Island,"-46.900000, 37.733333",Yes,1975,1977,KH,,,,,,,,,,,,
The Nitrogen Pathway in a Penguin Rookery,"Lindeboom, H.J.",1984,Yes,Nitrogen,Birds,Penguins,Biotic,Microorganisms,No,Marine - Terrestrial,Oceanic,No,South Africa,Marion Island,"-46.900000, 37.733333",Yes,1975,1977,KH,,,,,,,,,,,,
"Invertebrate and lizard abundance is greater on seabird-inhabited islands than on seabird-free islands in the Marlborough Sounds, New Zealand","Markwell, T.J. and C.H. Daugherty",2002,Yes,Nutrients,Seabirds,Unspecified,Biotic,Reptile,Yes,Marine - Terrestrial,Oceanic,No,Oceania,New Zealand,"-40.666667, 174.000000",Yes,1995,1996,KH,,,,,,,,,,,,
"Invertebrate and lizard abundance is greater on seabird-inhabited islands than on seabird-free islands in the Marlborough Sounds, New Zealand","Markwell, T.J. and C.H. Daugherty",2002,Yes,Nutrients,Seabirds,Unspecified,Biotic,Reptile,Yes,Marine - Terrestrial,Oceanic,No,Oceania,New Zealand,"-40.666667, 174.000000",Yes,1995,1996,KH,,,,,,,,,,,,
"Burrow use and population densities of tuatara (Spenodon punctatus) and how they are infuenced by fairy prions (Pachyptila turtur) on Stephens Island, New Zealand","Newman, D.G.",1987,Yes,,Tuatara,Sphenodon punctatus,Biotic,Fairy Prions,No,Terrestrial - Terrestrial,Oceanic,No,Oceania,New Zealand,"-40.666667, 174.000000",No,1975,1980,KH,,,,,,,,,,,,
"Burrow use and population densities of tuatara (Spenodon punctatus) and how they are infuenced by fairy prions (Pachyptila turtur) on Stephens Island, New Zealand","Newman, D.G.",1987,Yes,,Tuatara,Sphenodon punctatus,Biotic,Fairy Prions,No,Terrestrial - Terrestrial,Oceanic,No,Oceania,New Zealand,"-40.666667, 174.000000",No,1975,1980,KH,,,,,,,,,,,,
"Interactions of nutrients, plant growth and herbivory in a mangrove ecosystem","Onuf, C.P., et al",,Yes,Nutrients,Mangrove,Rhizophora mangle,Biotic,Environment,No,Marine - Terrestrial,Tropical,No,North America,USA,"27.450000, -80.333333",No,1974,1975,KH,,,,,,,,,,,,
"Interactions of nutrients, plant growth and herbivory in a mangrove ecosystem","Onuf, C.P., et al",1977,Yes,Nutrients,Mangrove,Rhizophora mangle,Biotic,Environment,No,Marine - Terrestrial,Tropical,No,North America,USA,"27.450000, -80.333333",No,1974,1975,KH,,,,,,,,,,,,
Colonial seabirds change beetles assemblages on a Mediterranean island,"Orgeas, J., et al",,Yes,N/A,Beetles,Unspecified,Biotic,Yellow-legged gull,No,Terrestrial - Terrestrial,Mediteranean,Yes,Europe,France,"43.000000, 6.416667",No,2001,2001,KH,,,,,,,,,,,,
Colonial seabirds change beetles assemblages on a Mediterranean island,"Orgeas, J., et al",,Yes,N/A,Beetles,Unspecified,Biotic,Yellow-legged gull,No,Marine - Terrestrial,Mediteranean,Yes,Europe,France,"43.000000, 6.416667",No,2001,2001,KH,,,,,,,,,,,,
Extraordinarily high spider densities on islands- the flow of energy from the marine to terrestrial food webs and the absence of predation,"Polis, G.A. and S.D. Hurd",1995,Yes,N/A,Spiders,Unspecified,Biotic,Scorpions and lizards,No,Marine - Terrestrial,Mediteranean/Arid,Yes,North America,Mexico,"28.916667, -113.500000",No,1990,1991,KH,,,,,,,,,,,,
Extraordinarily high spider densities on islands- the flow of energy from the marine to terrestrial food webs and the absence of predation,"Polis, G.A. and S.D. Hurd",1995,Yes,N/A,Spiders,Unspecified,Biotic,Scorpions and lizards,No,Marine - Terrestrial,Mediteranean/Arid,Yes,North America,Mexico,"28.916667, -113.500000",No,1990,1991,KH,,,,,,,,,,,,
El Nino effects on the dynamics and control of an island ecosystem in the Gulf of California,"Polis, G.A., et al",1997,Yes,Precipitation,Plants and Insects,Unsepcified,Abiotic and Biotic,Terrestrial communities,No,Marine - Terrestrial,Mediteranean/Arid,Yes,North America,Mexico,"28.916667, -113.500000",No,1990,1994,KH,,,,,,,,,,,,
El Nino effects on the dynamics and control of an island ecosystem in the Gulf of California,"Polis, G.A., et al",1997,Yes,Precipitation,Plants and Insects,Unsepcified,Abiotic and Biotic,Terrestrial communities,No,Marine - Terrestrial,Mediteranean/Arid,Yes,North America,Mexico,"28.916667, -113.500000",No,1990,1994,KH,,,,,,,,,,,,
"Invertebrates in ornithogenic soils on Ross Island, Antarctica","Porazinska, D.L., et al",2002,Yes,Organic C,Invertebrates,Various Nematodes,Abiotic and Biotic,Soil biotic communities,No,Terrestrial - Terrestrial,Arctic,No,Antarctica,Ross Island,"77.216667, -166.433333",No,1990,1997,KH,,,,,,,,,,,,
"Invertebrates in ornithogenic soils on Ross Island, Antarctica","Porazinska, D.L., et al",2002,Yes,Organic C,Invertebrates,Various Nematodes,Abiotic and Biotic,Soil biotic communities,No,Marine - Terrestrial,Arctic,No,Antarctica,Ross Island,"77.216667, -166.433333",No,1990,1997,KH,,,,,,,,,,,,
The influence of physical factors and ornithogenic products on plant and arthropod abundance at an island Nunatak group in Antarctica,"Ryan, P.G. and B.P Watkins",1989,Yes,Ornithogenic products,Birds,Unspecified,Biotic,Plants and Arthropods,No,Terrestrial - Terrestrial,Arctic,No,Antarctica,Robertskollen,"-71.466667, 3.250000",No,1987,1988,KH,,,,,,,,,,,,
The influence of physical factors and ornithogenic products on plant and arthropod abundance at an island Nunatak group in Antarctica,"Ryan, P.G. and B.P Watkins",1989,Yes,Ornithogenic products,Birds,Unspecified,Biotic,Plants and Arthropods,No,Marine - Terrestrial,Arctic,No,Antarctica,Robertskollen,"-71.466667, 3.250000",No,1987,1988,KH,,,,,,,,,,,,
Bottom-up dynamics of allochthonous input: Direct and indirect effects of seabirds on islands,"Sanchez-Pinero, F. and Polis, G.A.",2000,Yes,Seabird guano,Seabird,Unspecified,Biotic,Beetles,No,Marine - Terrestrial,Mediteranean/Arid,No,North America,Mexico,"28.950000, -113.466667",No,1995,1997,KH,,,,,,,,,,,,
Bottom-up dynamics of allochthonous input: Direct and indirect effects of seabirds on islands,"Sanchez-Pinero, F. and Polis, G.A.",2000,Yes,Seabird guano,Seabird,Unspecified,Biotic,Beetles,No,Marine - Terrestrial,Mediteranean/Arid,No,North America,Mexico,"28.950000, -113.466667",No,1995,1997,KH,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,Seabird guano,Birds,Gomphiocephalus hodgsoni,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433333",No,1995,1997,KH,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,Seabird guano,Birds,Stereotydeus mollis,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433334",No,1995,1997,KH,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,Seabird guano,Birds,Nanorochestes antarcticus,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433335",No,1995,1997,KH,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,Seabird guano,Birds,Panagrolaimus davidi,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433336",No,1995,1997,KH,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,Seabird guano,Birds,Plectus sp,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433337",No,1995,1997,KH,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,Seabird guano,Birds,Scottnema lindsayae,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433338",No,1995,1997,KH,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,Seabird guano,Birds,Tardigrada,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433339",No,1995,1997,KH,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,Seabird guano,Birds,Rotifera,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433340",No,1995,1997,KH,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,Seabird guano,Birds,Protozoa,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433341",No,1995,1997,KH,,,,,,,,,,,,
